"LogFile","Date","Time","ClientIP","User","Method","UriStem","UriQuery","Status","SubStatus","Win32","UserAgent","Referrer"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260305.log","2026-03-05","05:46:58","192.168.200.60","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260305.log","2026-03-05","05:46:58","192.168.200.60","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260305.log","2026-03-05","06:02:50","192.168.200.86","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260305.log","2026-03-05","06:02:50","192.168.200.86","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260305.log","2026-03-05","06:31:49","192.168.200.57","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260305.log","2026-03-05","06:31:49","192.168.200.57","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260305.log","2026-03-05","06:38:51","192.168.200.177","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260305.log","2026-03-05","07:40:49","192.168.200.64","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260305.log","2026-03-05","07:40:49","192.168.200.64","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260305.log","2026-03-05","08:30:36","192.168.200.51","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260305.log","2026-03-05","08:36:58","192.168.200.84","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260306.log","2026-03-06","05:49:59","192.168.200.60","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260306.log","2026-03-06","05:59:37","192.168.200.87","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260306.log","2026-03-06","06:04:49","192.168.200.52","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260306.log","2026-03-06","06:04:49","192.168.200.52","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260306.log","2026-03-06","06:07:34","192.168.200.177","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260306.log","2026-03-06","08:20:33","192.168.200.57","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260306.log","2026-03-06","08:40:07","::1","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/6.3","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260306.log","2026-03-06","14:39:50","::1","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/6.3","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260309.log","2026-03-09","05:45:45","192.168.200.60","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260309.log","2026-03-09","05:59:05","192.168.200.86","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260309.log","2026-03-09","06:01:40","192.168.200.51","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260309.log","2026-03-09","06:01:40","192.168.200.51","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260309.log","2026-03-09","06:02:25","192.168.200.52","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260309.log","2026-03-09","06:02:35","192.168.200.51","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","304","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260309.log","2026-03-09","06:03:07","192.168.200.50","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260309.log","2026-03-09","06:32:11","192.168.200.84","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260309.log","2026-03-09","06:32:11","192.168.200.84","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260309.log","2026-03-09","06:32:45","192.168.200.57","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260309.log","2026-03-09","06:32:58","192.168.200.177","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260309.log","2026-03-09","06:33:53","192.168.200.177","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","304","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260309.log","2026-03-09","06:34:19","192.168.200.84","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260309.log","2026-03-09","13:22:51","192.168.200.57","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260309.log","2026-03-09","21:36:36","192.168.200.84","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260310.log","2026-03-10","05:50:36","192.168.200.60","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260310.log","2026-03-10","05:58:16","192.168.200.87","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260310.log","2026-03-10","05:58:16","192.168.200.87","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260310.log","2026-03-10","06:02:50","192.168.200.52","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260310.log","2026-03-10","06:29:43","192.168.200.50","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260310.log","2026-03-10","06:30:57","192.168.200.177","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260310.log","2026-03-10","08:58:18","192.168.200.64","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260310.log","2026-03-10","09:59:44","192.168.200.86","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260310.log","2026-03-10","11:55:50","192.168.200.60","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260311.log","2026-03-11","06:04:36","192.168.200.51","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260311.log","2026-03-11","06:20:10","192.168.200.57","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260311.log","2026-03-11","10:00:42","192.168.200.84","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260311.log","2026-03-11","11:11:29","192.168.200.84","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260311.log","2026-03-11","11:11:29","192.168.200.84","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260311.log","2026-03-11","12:49:18","192.168.200.60","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260312.log","2026-03-12","06:04:11","192.168.200.86","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260312.log","2026-03-12","06:06:02","192.168.200.52","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260312.log","2026-03-12","06:06:02","192.168.200.52","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260312.log","2026-03-12","06:42:13","192.168.200.57","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260312.log","2026-03-12","07:32:29","192.168.200.50","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260312.log","2026-03-12","08:30:33","192.168.200.64","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260312.log","2026-03-12","11:36:56","192.168.200.177","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260312.log","2026-03-12","13:41:28","192.168.200.86","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260313.log","2026-03-13","06:03:18","192.168.200.50","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260313.log","2026-03-13","06:05:46","192.168.200.177","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260313.log","2026-03-13","06:06:05","192.168.200.87","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260313.log","2026-03-13","06:07:06","192.168.200.87","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260313.log","2026-03-13","06:36:54","192.168.200.57","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260313.log","2026-03-13","07:38:38","192.168.200.64","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260313.log","2026-03-13","08:40:28","::1","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/6.3","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260313.log","2026-03-13","09:12:25","192.168.200.56","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260313.log","2026-03-13","09:12:25","192.168.200.56","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260313.log","2026-03-13","10:02:06","192.168.200.84","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260313.log","2026-03-13","16:39:52","::1","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/6.3","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260314.log","2026-03-14","14:43:39","192.168.200.84","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260316.log","2026-03-16","05:58:41","192.168.200.60","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260316.log","2026-03-16","05:58:41","192.168.200.60","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260316.log","2026-03-16","06:01:11","192.168.200.51","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260316.log","2026-03-16","06:01:11","192.168.200.51","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260316.log","2026-03-16","06:01:44","192.168.200.50","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260316.log","2026-03-16","06:05:05","192.168.200.52","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260316.log","2026-03-16","06:05:25","192.168.200.177","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260316.log","2026-03-16","06:06:20","192.168.200.177","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","304","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260316.log","2026-03-16","06:25:21","192.168.200.57","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260316.log","2026-03-16","09:12:25","192.168.200.56","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260316.log","2026-03-16","09:17:30","192.168.200.64","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260316.log","2026-03-16","21:37:55","192.168.200.84","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260317.log","2026-03-17","06:03:38","192.168.200.52","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260317.log","2026-03-17","06:05:39","192.168.200.51","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260317.log","2026-03-17","06:10:23","192.168.200.86","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260317.log","2026-03-17","06:28:47","192.168.200.57","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260317.log","2026-03-17","06:37:43","192.168.200.177","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260317.log","2026-03-17","07:20:06","192.168.200.60","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260318.log","2026-03-18","05:56:36","192.168.200.50","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260318.log","2026-03-18","05:58:51","192.168.200.87","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260318.log","2026-03-18","06:03:10","192.168.200.86","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260318.log","2026-03-18","06:23:38","192.168.200.56","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260318.log","2026-03-18","11:08:43","192.168.200.52","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260318.log","2026-03-18","11:29:46","192.168.200.177","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260318.log","2026-03-18","21:33:23","192.168.200.84","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260319.log","2026-03-19","05:44:39","192.168.200.60","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260319.log","2026-03-19","05:57:22","192.168.200.86","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260319.log","2026-03-19","05:58:53","192.168.200.50","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260319.log","2026-03-19","05:58:53","192.168.200.50","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260319.log","2026-03-19","06:05:10","192.168.200.52","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260319.log","2026-03-19","06:23:02","192.168.200.57","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260319.log","2026-03-19","06:23:02","192.168.200.57","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260319.log","2026-03-19","07:12:01","192.168.200.87","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260319.log","2026-03-19","07:29:06","192.168.200.84","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260319.log","2026-03-19","08:06:43","192.168.200.177","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260319.log","2026-03-19","08:07:27","192.168.200.64","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260319.log","2026-03-19","11:11:30","192.168.200.84","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260319.log","2026-03-19","13:01:51","192.168.200.86","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260319.log","2026-03-19","21:01:48","::1","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/6.3","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260320.log","2026-03-20","05:27:20","192.168.200.84","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260320.log","2026-03-20","05:53:43","192.168.200.60","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260320.log","2026-03-20","05:53:43","192.168.200.60","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260320.log","2026-03-20","06:06:36","192.168.200.51","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260320.log","2026-03-20","06:07:31","192.168.200.51","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260320.log","2026-03-20","06:08:43","192.168.200.50","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260320.log","2026-03-20","06:22:46","192.168.200.52","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260320.log","2026-03-20","08:03:20","192.168.200.56","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
"C:\inetpub\logs\LogFiles\W3SVC1\u_ex260320.log","2026-03-20","09:12:25","192.168.200.56","-","GET","/CertEnroll/vpi-VPI-SERVER-CA-1+.crl","-","200","0","0","Microsoft-CryptoAPI/10.0","-"
